  -0.15511  600.0000     10.29370212  0.24962977E+03  0.48457795E-05  0.40723032E+21  0.22791193E-11  0.57134776E+16  0.13145256E+02  0.37267586E-08
  -0.15461  600.0000     10.23118355  0.25052701E+03  0.52179361E-05  0.40605091E+21  0.38060794E-11  0.57101577E+16  0.13225715E+02  0.37401535E-08
  -0.15411  600.0000     10.16843428  0.25147626E+03  0.55551332E-05  0.40479759E+21  0.51645517E-11  0.57068013E+16  0.13301562E+02  0.37543251E-08
  -0.15361  600.0000     10.10544064  0.25248287E+03  0.58561424E-05  0.40347876E+21  0.63388704E-11  0.57032675E+16  0.13372392E+02  0.37693528E-08
  -0.15311  600.0000     10.04218770  0.25355130E+03  0.61204371E-05  0.40210298E+21  0.73144423E-11  0.56994187E+16  0.13437823E+02  0.37853037E-08
  -0.15261  600.0000      9.97865954  0.25468510E+03  0.63481895E-05  0.40067884E+21  0.80785198E-11  0.56951233E+16  0.13497499E+02  0.38022303E-08
  -0.15211  600.0000      9.91483949  0.25588676E+03  0.65402502E-05  0.39921477E+21  0.86210675E-11  0.56902572E+16  0.13551095E+02  0.38201700E-08
  -0.15161  600.0000      9.85071038  0.25715767E+03  0.66981128E-05  0.39771901E+21  0.89356581E-11  0.56847047E+16  0.13598324E+02  0.38391436E-08
  -0.15111  600.0000      9.78625486  0.25849805E+03  0.68238697E-05  0.39619951E+21  0.90203122E-11  0.56783583E+16  0.13638936E+02  0.38591543E-08
  -0.15061  600.0000      9.72145565  0.25990687E+03  0.69201614E-05  0.39466385E+21  0.88781792E-11  0.56711186E+16  0.13672732E+02  0.38801868E-08
  -0.15011  600.0000      9.65629592  0.26138178E+03  0.69901201E-05  0.39311918E+21  0.85179532E-11  0.56628947E+16  0.13699566E+02  0.39022060E-08
  -0.14961  600.0000      9.59075956  0.26291905E+03  0.70373064E-05  0.39157215E+21  0.79539301E-11  0.56536046E+16  0.13719356E+02  0.39251561E-08
  -0.14911  600.0000      9.52483162  0.26451350E+03  0.70656386E-05  0.39002878E+21  0.72056379E-11  0.56431768E+16  0.13732091E+02  0.39489599E-08
  -0.14861  600.0000      9.45849860  0.26615843E+03  0.70793112E-05  0.38849440E+21  0.62970150E-11  0.56315524E+16  0.13737847E+02  0.39735173E-08
  -0.14811  600.0000      9.39174888  0.26784561E+03  0.70827005E-05  0.38697348E+21  0.52551644E-11  0.56186887E+16  0.13736791E+02  0.39987055E-08
  -0.14761  600.0000      9.32457309  0.26956527E+03  0.70802587E-05  0.38546954E+21  0.41087645E-11  0.56045618E+16  0.13729194E+02  0.40243785E-08
  -0.14711  600.0000      9.25696448  0.27130614E+03  0.70763957E-05  0.38398500E+21  0.28862698E-11  0.55891709E+16  0.13715428E+02  0.40503681E-08
  -0.14661  600.0000      9.18891930  0.27305554E+03  0.70753527E-05  0.38252116E+21  0.16140694E-11  0.55725405E+16  0.13695966E+02  0.40764853E-08
  -0.14611  600.0000      9.12043715  0.27479961E+03  0.70810717E-05  0.38107808E+21  0.31478717E-12  0.55547220E+16  0.13671376E+02  0.41025227E-08
  -0.14561  600.0000      9.05152118  0.27652345E+03  0.70970674E-05  0.37965468E+21 -0.99410531E-12  0.55357943E+16  0.13642303E+02  0.41282582E-08
  -0.14511  600.0000      8.98217840  0.27821147E+03  0.71263096E-05  0.37824874E+21 -0.23012256E-11  0.55158617E+16  0.13609446E+02  0.41534588E-08
  -0.14461  600.0000      8.91241976  0.27984767E+03  0.71711243E-05  0.37685710E+21 -0.36016869E-11  0.54950499E+16  0.13573536E+02  0.41778859E-08
  -0.14411  600.0000      8.84226022  0.28141605E+03  0.72331222E-05  0.37547586E+21 -0.48969584E-11  0.54735005E+16  0.13535304E+02  0.42013005E-08
  -0.14361  600.0000      8.77171870  0.28290092E+03  0.73131633E-05  0.37410059E+21 -0.61942311E-11  0.54513638E+16  0.13495451E+02  0.42234683E-08
  -0.14311  600.0000      8.70081798  0.28428726E+03  0.74113626E-05  0.37272664E+21 -0.75053906E-11  0.54287909E+16  0.13454622E+02  0.42441652E-08
  -0.14261  600.0000      8.62958446  0.28556104E+03  0.75271384E-05  0.37134945E+21 -0.88457349E-11  0.54059255E+16  0.13413378E+02  0.42631817E-08
  -0.14211  600.0000      8.55804791  0.28670946E+03  0.76593024E-05  0.36996474E+21 -0.10232584E-10  0.53828964E+16  0.13372182E+02  0.42803266E-08
  -0.14161  600.0000      8.48624112  0.28772115E+03  0.78061844E-05  0.36856879E+21 -0.11683922E-10  0.53598118E+16  0.13331381E+02  0.42954302E-08
  -0.14111  600.0000      8.41419955  0.28858625E+03  0.79657808E-05  0.36715855E+21 -0.13217174E-10  0.53367551E+16  0.13291206E+02  0.43083455E-08
  -0.14061  600.0000      8.34196090  0.28929654E+03  0.81359143E-05  0.36573174E+21 -0.14848211E-10  0.53137834E+16  0.13251772E+02  0.43189494E-08
  -0.14011  600.0000      8.26956475  0.28984532E+03  0.83143902E-05  0.36428690E+21 -0.16590592E-10  0.52909282E+16  0.13213088E+02  0.43271423E-08
  -0.13961  600.0000      8.19705214  0.29022741E+03  0.84991359E-05  0.36282325E+21 -0.18455074E-10  0.52681982E+16  0.13175070E+02  0.43328466E-08
  -0.13911  600.0000      8.12446525  0.29043897E+03  0.86883115E-05  0.36134066E+21 -0.20449345E-10  0.52455837E+16  0.13137563E+02  0.43360050E-08
  -0.13861  600.0000      8.05184708  0.29047736E+03  0.88803844E-05  0.35983944E+21 -0.22577934E-10  0.52230622E+16  0.13100364E+02  0.43365781E-08
  -0.13811  600.0000      7.97924114  0.29034093E+03  0.90741654E-05  0.35832022E+21 -0.24842250E-10  0.52006043E+16  0.13063241E+02  0.43345413E-08
  -0.13761  600.0000      7.90669125  0.29002889E+03  0.92688067E-05  0.35678380E+21 -0.27240682E-10  0.51781784E+16  0.13025961E+02  0.43298828E-08
  -0.13711  600.0000      7.83424135  0.28954106E+03  0.94637693E-05  0.35523099E+21 -0.29768716E-10  0.51557558E+16  0.12988306E+02  0.43225999E-08
  -0.13661  600.0000      7.76193535  0.28887778E+03  0.96587675E-05  0.35366256E+21 -0.32419022E-10  0.51333127E+16  0.12950096E+02  0.43126977E-08
  -0.13611  600.0000      7.68981702  0.28803977E+03  0.98537019E-05  0.35207914E+21 -0.35181509E-10  0.51108325E+16  0.12911197E+02  0.43001869E-08
  -0.13561  600.0000      7.61792994  0.28702803E+03  0.10048591E-04  0.35048127E+21 -0.38043351E-10  0.50883052E+16  0.12871535E+02  0.42850825E-08
  -0.13511  600.0000      7.54631738  0.28584380E+03  0.10243509E-04  0.34886937E+21 -0.40989009E-10  0.50657265E+16  0.12831096E+02  0.42674030E-08
  -0.13461  600.0000      7.47502229  0.28448854E+03  0.10438536E-04  0.34724380E+21 -0.44000286E-10  0.50430964E+16  0.12789934E+02  0.42471701E-08
  -0.13411  600.0000      7.40408723  0.28296392E+03  0.10633727E-04  0.34560490E+21 -0.47056470E-10  0.50204168E+16  0.12748166E+02  0.42244089E-08
  -0.13361  600.0000      7.33355428  0.28127188E+03  0.10829086E-04  0.34395305E+21 -0.50134581E-10  0.49976902E+16  0.12705968E+02  0.41991481E-08
  -0.13311  600.0000      7.26346505  0.27941463E+03  0.11024560E-04  0.34228869E+21 -0.53209754E-10  0.49749180E+16  0.12663574E+02  0.41714210E-08
  -0.13261  600.0000      7.19386052  0.27739477E+03  0.11220033E-04  0.34061235E+21 -0.56255725E-10  0.49521000E+16  0.12621262E+02  0.41412662E-08
  -0.13211  600.0000      7.12478097  0.27521535E+03  0.11415323E-04  0.33892464E+21 -0.59245419E-10  0.49292338E+16  0.12579347E+02  0.41087293E-08
  -0.13161  600.0000      7.05626584  0.27288001E+03  0.11610177E-04  0.33722625E+21 -0.62151555E-10  0.49063153E+16  0.12538170E+02  0.40738648E-08
  -0.13111  600.0000      6.98835360  0.27039311E+03  0.11804268E-04  0.33551795E+21 -0.64947245E-10  0.48833388E+16  0.12498077E+02  0.40367375E-08
  -0.13061  600.0000      6.92108149  0.26775987E+03  0.11997183E-04  0.33380059E+21 -0.67606510E-10  0.48602972E+16  0.12459402E+02  0.39974253E-08
  -0.13011  600.0000      6.85448534  0.26498655E+03  0.12188416E-04  0.33207504E+21 -0.70104694E-10  0.48371824E+16  0.12422446E+02  0.39560220E-08
  -0.12961  600.0000      6.78859927  0.26208064E+03  0.12377368E-04  0.33034223E+21 -0.72418752E-10  0.48139853E+16  0.12387453E+02  0.39126393E-08
  -0.12911  600.0000      6.72345534  0.25905100E+03  0.12563350E-04  0.32860312E+21 -0.74527438E-10  0.47906954E+16  0.12354588E+02  0.38674094E-08
  -0.12861  600.0000      6.65908322  0.25590800E+03  0.12745596E-04  0.32685873E+21 -0.76411396E-10  0.47673010E+16  0.12323914E+02  0.38204871E-08
  -0.12811  600.0000      6.59550979  0.25266359E+03  0.12923284E-04  0.32511006E+21 -0.78053227E-10  0.47437890E+16  0.12295377E+02  0.37720510E-08
  -0.12761  600.0000      6.53275874  0.24933137E+03  0.13095575E-04  0.32335818E+21 -0.79437550E-10  0.47201451E+16  0.12268796E+02  0.37223036E-08
  -0.12711  600.0000      6.47085017  0.24592645E+03  0.13261645E-04  0.32160412E+21 -0.80551116E-10  0.46963542E+16  0.12243854E+02  0.36714712E-08
  -0.12661  600.0000      6.40980020  0.24246543E+03  0.13420730E-04  0.31984886E+21 -0.81382971E-10  0.46724013E+16  0.12220109E+02  0.36198011E-08
  -0.12611  600.0000      6.34962065  0.23896610E+03  0.13572167E-04  0.31809332E+21 -0.81924694E-10  0.46482728E+16  0.12197002E+02  0.35675591E-08
  -0.12561  600.0000      6.29031878  0.23544719E+03  0.13715425E-04  0.31633828E+21 -0.82170664E-10  0.46239576E+16  0.12173882E+02  0.35150248E-08
